,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory,city
10,Среда,11,января,08:29,17:25,+1°,-10°,11.3°, 2005,-27.3°, 1950 ,  В Херсоне облачная погода продержалась весь день. Утренний снег днем стал идти слабее и до наступления вечера закончился.  ," Народный прогноз погоды: 11 января Церковь чтит память 14 тысяч Вифлеемских младенцев. В старину в этот день было принято в сумерках отдыхать на печи и полатях, рассказывая детям сказки и загадывая загадки. Молодежь проводила время на посиделках. Наши предки в этот день следили за ветром и облаками: если ветер дул с севера, а небо при этом было безоблачным, то следовало ожидать мороза.",herson
11,Четверг,12,января,08:29,17:26,-1°,-10°,11.6°, 1979,-27.2°, 1950 ,"  В Херсоне на протяжении всего дня стояла облачная погода. Ночью шел мелкий снег, который усилился утром, но к середине дня прекратился.  "," Народный прогноз погоды: 12 января почитается память святой Анисии. В народе этот день назывался «Анисьи зимние» или «Анисьи Желудочницы». В старину в этот день варили свиные желудки и резали гусей. По внутренностям животных гадали о зиме. Если селезенка была ровной и гладкой, то ожидали зимы суровой. Толстая печень в середине означала, что стужи начнутся с половины зимы, а широкая сторона печени к брюху обещала морозы и перезимья. В народе говорили: «Ко дню Анисьи холода над землей повисли».",herson
12,Пятница,13,января,08:28,17:28,+1°,-7°,10.5°, 2005,-28.3°, 1954 ,  С утра и до самого вечера небо в Херсоне было скрыто за облаками. Без осадков.  ," Народный прогноз погоды: 13 января отмечается день памяти преподобной Мелании Римляныни. В народе называют этот день «Щедрый вечер». Погода каждого последующего дня соответствовала погоде каждого из двенадцати месяцев. Если в ночь ветер дул южный, то год ожидали жаркий и урожайный. Западный ветер предвещал хорошие надои и обилие рыбы, а восточный — обильный урожай фруктов. Если замечали на окнах лёд, то рассчитывали на обилие мёда. С этого времени день прибывает на час.",herson
13,Суббота,14,января,08:28,17:29,+5°,0°,10.9°, 1955,-23.1°, 1954 ,"  С утра и до самого вечера небо в Херсоне было скрыто за облаками. Первая половина дня прошла без осадков. После обеда начался дождь, но он закончился еще до наступления вечера.  "," Народный прогноз погоды: 14 января почитается память святителя Василия Великого, архиепископа Кесарии Каппадокийской. Если на Василия с утра туман, то будет хороший урожай летом и осенью. Если будет много звезд на небе — будет много ягод летом. В прежние времена говорили: «Коли Васильев день в году веселый, то и год таков», «Старый год — к весне поворот». Если на Василия тепло и снег — лето будет теплым и дождливым.",herson
14,Воскресенье,15,января,08:27,17:30,+3°,-3°,10.4°, 1962,-20.6°, 1972 ,  В Херсоне на протяжении всего дня стояла облачная погода. Утром пошел дождь и закончился в середине дня. Больше осадков не наблюдалось.  ," Народный прогноз погоды: 15 января почитается память святителя Сильвестра Римского, преподобных Сильвестра Печерского и Серафима Саровского. В прежние времена в этот день был Куриный праздник. 15 января чистили курятники и окуривали их смолою с девясилом. Синие вечерние облака в этот день предвещали перемену погоды. Наблюдали также за месяцем: если его рога остры и ярки, следует ожидать ветра. В народе говорили: «Январь гонит вьюгу за семь верст» — этот месяц хоть и холодный, но относительно спокойный.",herson
15,Понедельник,16,января,08:26,17:32,0°,-7°,10.4°, 1981,-18.9°, 1972 ,"  Весь день в Херсоне небо оставалось ясным, только к вечеру появились первые тучи. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святого пророка Малахии. По народному поверью, только в этот день можно образумить одержимого меланхолией человека. И если сейчас меланхоличность считается чертой характера, то в прежние времена это считалось душевной болезнью. Если в этот день на небе появлялось белое большое облако, это предвещало вьюгу и метель. Погода на Малахию указывает, какой будет погода в марте.",herson
16,Вторник,17,января,08:26,17:33,-2°,-6°,9.9°, 1993,-20.2°, 1967 ,"  Вечером в Херсоне погода прояснилась, но до этого момента небо все время было покрыто облаками. Без осадков.  "," Народный прогноз погоды: 17 января почитается память преподобного Феоктиста, Зосимы Пустынника, который жил в IV веке. В народе Зосима считается покровителем пчел. О пчелах толкует и примета этого дня: если в этот день «снег на деревьях сучья гнет — летом пчелы роиться будут». А если на небе нет облаков при сильном морозе, то морозная погода будет стоять и дальше и не скоро отступит.",herson
17,Среда,18,января,08:25,17:34,-5°,-7°,11.9°, 1993,-21.5°, 1963 ,  Облачная погода продержалась в Херсоне до самого вечера. Утром был сильный дождь со снегом. День и вечер прошли без осадков.  ," Народный прогноз погоды: 18 января отмечается Крещенский сочельник, канун Богоявления. В этот день соблюдается строгий пост, поэтому канун Богоявления называют еще Голодной кутёй. Если в этот день метель, снег и позёмка — быть хорошему урожаю. Если звездная ночь на Крещение — будет урожай ягод, гороха и хлеба. Сильные южные ветры 18 января предвещают грозное лето, а метель на Крещение приносит метель и на Масленицу. Полный месяц в этот день обещает большой разлив рек весной.",herson
18,Четверг,19,января,08:24,17:36,-5°,-11°,11.6°, 1955,-20.9°, 1963 ,"  Почти весь день в Херсоне была пасмурная погода, лишь к вечеру небо прояснилось. Утром был мелкий снег, которому на смену пришел дождь со снегом, но во второй половине дня он прекратился.  "," Народный прогноз погоды: 19 января отмечается праздник Крещения Господня или Богоявления. По погоде этого дня во многом судили о погоде на лето. Если в этот день холодная, ясная погода — лето засушливым будет. Пасмурная и снежная погода указывала на обильный урожай. В старину говорили: «День тёплый — хлеб тёмный (густой)», значит следовало ожидать хорошего урожая хлебов. Также на хороший урожай указывали синие облака и снег хлопьями.",herson
19,Пятница,20,января,08:23,17:37,-5°,-14°,10.6°, 1952,-23.5°, 1963 ,"  В Херсоне пасмурному утру на смену пришел ясный день, правда вечером небо снова затянулось облаками. Весь день прошел без осадков, только вечером начался снег.  "," Народный прогноз погоды: 20 января отмечается Собор Предтечи и Крестителя Господня Иоанна. Этот день является концом святок: «Иван Креститель праздники увел». Если в этот день стояла ясная и холодная погода, то лето ожидалось засушливое, а пасмурная и снежная погода намекала на обильный урожай. К 20-му января заканчивались Крещенские морозы, и хотя впереди еще была почти половина зимы, люди уже жили в ожидании тепла: «Трещи, мороз не трещи — минули Водохрещи: дуй, вьюга, не дуй — к Великодню пошло».",herson
20,Суббота,21,января,08:22,17:39,0°,-5°,10.6°, 1952,-21.4°, 1995 ,"  С утра и до самого вечера небо в Херсоне было скрыто за облаками. Ночью был мелкий дождь, который к утру закончился. Вечером пошел снег.  "," Народный прогноз погоды: 21 января почитается память Емилиана, исповедника. Раньше метели и бураны в этот день были обычным явлением, о чём говорит и пословица: «Емельян, накрути буран». Следили в этот день в основном за ветром: если на Емельяна подует с юга — лето будет грозным, а если день выдастся ясным, то следует ожидать засушливого лета.",herson
21,Воскресенье,22,января,08:21,17:40,+1°,-5°,12.3°, 1948,-21.7°, 1953 ,"  В Херсоне к утру распогодилось, облака изчезли и до конца дня больше не появлялись. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святого Полиевкта. В народе про этот период января говорили так: «Растет день в январе — растет и холод», что указывало на приближение месяца февраля, который считался самым холодным месяцем зимы. Наблюдали наши предки в этот день за домашним скотом: если домашний скот, выпущенный во двор, будет стремиться вернуться в хлев — быть вскоре снегу и холоду.",herson
22,Понедельник,23,января,08:21,17:41,+2°,-5°,13.6°, 1948,-23.2°," 1963, 2006 ","  В Херсоне весь день держалась ясная погода, а вечером на небе появились облака, которые продержались допоздна. Без осадков.  "," Народный прогноз погоды: 23 января почитается память святителя Григория, епископа Нисского. В народе этого святого называли Летоуказателем, потому как природные явления этого дня указывали на погоду будущим летом. Если в этот день будет иней на деревьях и стогах, то лето будет мокрое и холодное. Если ветер дует с юга — лето будет грозное. Если наши предки в этот день наблюдали иней, то верили, что 15—16 июля будет дождь.",herson
23,Вторник,24,января,08:20,17:43,+2°,-3°,13.3°, 1971,-24.7°," 1954, 2006 ",  Облачная погода продержалась в Херсоне до самого вечера. Без осадков.  ," Народный прогноз погоды: 24 января отмечается день памяти преподобного Феодосия Великого. В народе этот день назывался «Федосеево тепло». Как правило, в этот день на самом деле была теплая погода, но люди опасались такого тепла и говорили: «Бойся январской весны», хотя теплая погода в этот день предвещала раннюю и тёплую весну. Если на Феодосия была оттепель, то готовились к затяжной весне.",herson
24,Среда,25,января,08:19,17:44,0°,-6°,12.8°, 1971,-24.4°, 1954 ,  В Херсоне на протяжении всего дня стояла облачная погода. Без осадков.  ," Народный прогноз погоды: 25 января почитается память святой Татианы. В народе этот день называли «Татьяна Крещенская», «Бабий кут». Если в этот день шел снег, то лето ожидали дождливое, если было морозно, ясно — лето обещало быть теплым, а год — плодородным: «Если снегопад — летом дождик част». А вот теплая метель на Татьяну и «гнилой ветер» (южный) были нежеланными явлениями в этот день, поскольку указывали на неурожай и засуху.",herson
25,Четверг,26,января,08:18,17:46,-6°,-13°,8.8°, 1990,-27.8°, 1954 ,  В Херсоне на протяжении всего дня стояла облачная погода. Утром пошел снег и закончился в середине дня. Больше осадков не наблюдалось.  ," Народный прогноз погоды: В этот день почитается память преподобного Иринарха, затворника. Судили о погоде этого дня по месяцу: если около него был туманный круг, ожидали метели. Наши предки прислушивались к лесу и наблюдали за животными, чтобы узнать предстоящую погоду. Если в этот день лес трещит — мороз будет стоять долго, если лес шумит, вскоре будут снег и оттепель. Если на Иринарха кошка мордочку прячет — быть морозу; собака лежит, свернувшись — к холоду, вытянувшись — к теплу.",herson
26,Пятница,27,января,08:16,17:47,-6°,-14°,9.9°, 1976,-26.9°, 1954 ,"  В Херсоне на протяжении всего дня стояла облачная погода. Утренний снег днем сменился мокрым снегом, который закончился до наступления вечера.  "," Народный прогноз погоды: 27 января отмечается память преподобных Исаии, Саввы, Моисея. В старину заметили, если в ночь на 27 января на небе много звёзд, то вскоре будет тепло и снежно; если же звёзд немного, то будет ненастье и вьюга. Белые облака в этот день обещали мороз. Если поутру ворона раскаркалась, то следует ждать метель. А если петухи спозаранку закричали в морозный день, то холод скоро отступит.",herson
27,Суббота,28,января,08:15,17:49,-5°,-6°,10.5°, 1983,-26.3°, 1954 ,  В Херсоне солнце в этот день редко показывалось из-за облаков. Ночной снег утром сменился мокрым снегом. Ближе к полудню осадки прекратились.  ," Народный прогноз погоды: 28 января почитается память преподобного Павла Фивейского и Иоанна Кущника. В прежние времена была такая поговорка: «Пётр-Павел дня прибавил», что указывало на увеличение световой части дня. В старину, чтобы узнать погоду, наблюдали за небом. Если звёзды сильно блестят, то быть морозу, а если они тусклые, то будет тепло. Если с севера приходили тучи, то оттепели не ждали. Снежный буран днем на Павла предвещал крепкий мороз ночью.",herson
28,Воскресенье,29,января,08:14,17:50,-3°,-12°,10.6°, 2002,-23.0°, 1947 ,"  Вечером в Херсоне погода прояснилась, но до этого момента небо все время было покрыто облаками. Утром продолжился ночной мелкий снег, но ближе к полудню он закончился.  "," Народный прогноз погоды: 29 января отмечается день поклонения честным цепям апостола Петра. В народе этот день называли Пётр-полукорм, поскольку до этого времени у крестьян выходила половина зимнего корма для скота. По этому поводу народ приметил: «Если в амбарах ржаного хлеба осталось больше половины, быть хорошему урожаю». Погоду в этот день предсказывал ветер: если он дул с северной стороны, ожидали сильного мороза.",herson
29,Понедельник,30,января,08:13,17:52,-11°,-16°,13.7°, 1976,-24.0°, 1947 ,"  Весь день небо в Херсоне было ясным, и тучи не омрачили его своим присутствием. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Антония Великого. В прежние времена этот день называли Антон Перезимний — именно 30 января считалось серединой зимы. В этот день часто случались оттепели, а следом за ними наступали сильные морозы. Отсюда и примета, что зимнему теплу верить нельзя: «Перезимник обнадежит, обтеплит, а потом обманет — все морозом стянет». Если на Антония небо заволакивалось тучами, ожидали метели.",herson
30,Вторник,31,января,08:12,17:53,-8°,-16°,10.3°, 2001,-27.6°, 1947 ,  В этот день в Херсоне небо оставалось ясным до самого позднего вечера. Без осадков.  , Народный прогноз погоды: В этот день почитается память преподобного Илариона Великого. В народе говорили: «В ноябре мороз приосанивается». Наши предки приметили: если 3 ноября стоит ясная безоблачная погода — это признак скорого быстрого понижения температуры.,herson
31,Среда,1,февраля,08:11,17:55,0°,-13°,10.2°, 2002,-23.2°, 1947 ,"  Несмотря на облачное утро и пасмурный день, вечером в Херсоне стояла ясная погода. Без осадков.  "," Народный прогноз погоды: 1 февраля отмечается день памяти преподобного Макария Великого. Если на Макария погода стояла ясная или случалась капель, то ожидали раннюю весну: «Коли капель — в весну раннюю верь». А вот если вечером на небе было много звезд, то зима еще долго обещала продержаться. Если на Макария кружила метель, то верили, что еще долго будет метельная погода. Этот день называли еще Громницей, так как это единственный день зимой, когда может приключиться гроза.",herson
32,Четверг,2,февраля,08:09,17:56,-4°,-8°,8.9°, 1953,-24.6°, 1954 ,  Ясной погодой нас этот день не порадовал - в Херсоне тучи закрыли небо уже с самого утра и никуда не делись до позднего вечера. Без осадков.  ," Народный прогноз погоды: 2 февраля почитается память преподобного Евфимия Великого. В народе этот день называли «Ефимкины метели». По метелям наши предки предсказывали погоду на ближайшее будущее. Если 2 февраля метет метель, то вся Масленая неделя будет метельной. Если этот день выдавался пасмурным, то стоило ждать поздних метелей. А если на Ефимия в полдень было солнце, то весну ожидали раннюю.",herson
33,Пятница,3,февраля,08:08,17:58,+4°,-5°,11.2°, 2002,-21.0°, 1956 ,  Весь день в Херсоне было облачно. Без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобного Максима Исповедника и Максима Грека. В старину была такая поговорка: «Если месяц заскользил, в тучу белый рог вонзил — будет доброе жито да мука в сито» - молодой месяц в облаках указывал на хороший урожай. А вот ясное небо предвещало недород. Ярко-красный закат 3 февраля указывал на морозный ясный завтрашний день; а ясная погода — на раннюю весну. Если днем солнце светит ярко, то летом на фруктовых деревьях плоды червивы будут, а если оно за облака прячется, плоды будут чисты и здоровы.",herson
34,Суббота,4,февраля,08:07,17:59,+6°,+1°,11.7°, 2002,-22.1°, 1956 ,  На протяжении всего дня погода в Херсоне была пасмурной. Днем прошел дождь. Вечером осадков не наблюдалось.  ," Народный прогноз погоды: 4 февраля отмечается день памяти апостола Тимофея. В прежние времена этот день был оплотом метелей, вьюг и морозов: «Это не диво, что Афанасий-ломонос (31 января) морозил нос, а ты подожди тимофеевских морозов». Именно мороз определял предстоящую погоду. Если в мороз вспотели оконницы и рамы, надо ждать потепления. Если «снежные узоры» поднимаются вверх по стеклу, значит морозу продолжаться, а если наклонились — к оттепели. Если в полдень на Тимофея светит солнышко — весна идет ранняя.",herson
35,Воскресенье,5,февраля,08:05,18:01,+1°,0°,12.3°, 1993,-23.4°, 1954 ,  Облачная погода продержалась в Херсоне до самого вечера. Всю вторую половину дня шел дождь.  ," Народный прогноз погоды: 5 февраля почитается память святого Агафангела. В прежние времена погоду в этот день предсказывали белки и птицы. Если во время мороза она покидает гнездо и спускается с дерева, это означает, что следует ждать оттепели. Если утром наши предки отчетливо слышали крик синицы, то они готовились к серьезным морозам.",herson
36,Понедельник,6,февраля,08:04,18:02,+1°,0°,9.5°, 1970,-20.8°, 1950 ,"  На протяжении всего дня погода в Херсоне была пасмурной. Во второй половине дня пошел мелкий дождь, который продолжался до самого вечера.  "," Народный прогноз погоды: В этот день почитается память преподобной Ксении. Этот день считали переломом зимы, и по нему судили о предстоящей весне: «Какова Аксинья — такова весна». «Если на Аксинью вёдро (хорошая погода) — весна будет красная (хорошая)». Наши предки говорили: «На полузимницу дорогу переметает — корм подметает». Это означало, что зима задержится, и домашние животные съедят все заготовленные для них запасы.",herson
37,Вторник,7,февраля,08:02,18:04,-1°,-5°,12.5°, 2004,-19.4°, 1954 ,"  В Херсоне погода была пасмурной, небо лишь на непродолжительное время избавилось от облаков, но вечером его снова затянуло. Ночью был сильный дождь, которому утром на смену пришел дождь со снегом. Во второй половине дня осадков не наблюдалось.  "," Народный прогноз погоды: 7 февраля отмечается день памяти святителя Григория Богослова. В прежние времена по этому дню судили о будущей зиме. Каким этот день будет с утра до полудня, такой будет и первая половина следующей зимы, а погода с полудня до вечера указывает на вторую половину зимы. Густой туман предвещал мор скота, а ясная погода говорила о том, что будет хороший год.",herson
38,Среда,8,февраля,08:01,18:05,-5°,-9°,10.5°," 1988, 2007",-19.7°, 1954 ,  Облачная погода продержалась в Херсоне до самого вечера. Без осадков.  ," Народный прогноз погоды: 8 февраля почитается память преподобного Ксенофонта и супруги его Марии. В прежние времена предсказывать погоду нашим предкам помогали мыши: если на Ксенофонта они вылазят из-под снега, следует ждать оттепели. В старину в этот день опасались метели, поскольку она указывала на плохой урожай в будущем году: «Метель на дома — будут плохи корма».",herson
39,Четверг,9,февраля,08:00,18:07,-5°,-11°,11.6°," 1983, 2007",-23.4°, 1954 ,  Утренние облака в Херсоне не продержались долго - всю вторую половину дня в небе царила ясная погода. Без осадков.  ," Народный прогноз погоды: 9 февраля отмечается перенесение мощей святителя Иоанна Златоуста из г. Коман в г. Константинополь. Несмотря на то, что этот месяц считается самым холодным, в этот день случались оттепели. Но были они непродолжительными. Поэтому в народе говорили: «Февральская оттепель ничего не стоит». В этот день наши предки наблюдали за облаками: если облака идут против ветра — к снегу. На снегопад также указывал дым из трубы: если он стелился по земле без ветра, следовало ожидать снега.",herson
