,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory,city
10,Среда,11,января,08:26,17:09,0°,-3°,7.7°, 1902,-38.2°, 1940 ,"  На протяжении всего дня небо в Днепре было покрыто облаками. Днем пошел снег, который к вечеру ослабел.  "," Народный прогноз погоды: 11 января Церковь чтит память 14 тысяч Вифлеемских младенцев. В старину в этот день было принято в сумерках отдыхать на печи и полатях, рассказывая детям сказки и загадывая загадки. Молодежь проводила время на посиделках. Наши предки в этот день следили за ветром и облаками: если ветер дул с севера, а небо при этом было безоблачным, то следовало ожидать мороза.",dnepr
11,Четверг,12,января,08:26,17:10,0°,-7°,8.0°, 1902,-27.9°, 1950 ,   ," Народный прогноз погоды: 12 января почитается память святой Анисии. В народе этот день назывался «Анисьи зимние» или «Анисьи Желудочницы». В старину в этот день варили свиные желудки и резали гусей. По внутренностям животных гадали о зиме. Если селезенка была ровной и гладкой, то ожидали зимы суровой. Толстая печень в середине означала, что стужи начнутся с половины зимы, а широкая сторона печени к брюху обещала морозы и перезимья. В народе говорили: «Ко дню Анисьи холода над землей повисли».",dnepr
12,Пятница,13,января,08:25,17:12,-4°,-10°,8.1°, 1955,-25.0°, 1972 ,"  Облачная погода продержалась в Днепре до самого вечера. Утром начался мелкий снег, который закончился еще в первой половине дня. В остальное время осадков не наблюдалось.  "," Народный прогноз погоды: 13 января отмечается день памяти преподобной Мелании Римляныни. В народе называют этот день «Щедрый вечер». Погода каждого последующего дня соответствовала погоде каждого из двенадцати месяцев. Если в ночь ветер дул южный, то год ожидали жаркий и урожайный. Западный ветер предвещал хорошие надои и обилие рыбы, а восточный — обильный урожай фруктов. Если замечали на окнах лёд, то рассчитывали на обилие мёда. С этого времени день прибывает на час.",dnepr
13,Суббота,14,января,08:25,17:13,+2°,-4°,7.9°, 1955,-26.7°, 1896 ,  В Днепре на протяжении всего дня стояла облачная погода. Вечером был дождь.  ," Народный прогноз погоды: 14 января почитается память святителя Василия Великого, архиепископа Кесарии Каппадокийской. Если на Василия с утра туман, то будет хороший урожай летом и осенью. Если будет много звезд на небе — будет много ягод летом. В прежние времена говорили: «Коли Васильев день в году веселый, то и год таков», «Старый год — к весне поворот». Если на Василия тепло и снег — лето будет теплым и дождливым.",dnepr
14,Воскресенье,15,января,08:24,17:14,+1°,-1°,7.9°, 1955,-22.6°, 1954 ,"  На протяжении всего дня погода в Днепре была пасмурной. Ночью был дождь. Утром - снег, который во второй половине дня сменился сильным мокрым снегом. Осадки прекратились только ближе к вечеру.  "," Народный прогноз погоды: 15 января почитается память святителя Сильвестра Римского, преподобных Сильвестра Печерского и Серафима Саровского. В прежние времена в этот день был Куриный праздник. 15 января чистили курятники и окуривали их смолою с девясилом. Синие вечерние облака в этот день предвещали перемену погоды. Наблюдали также за месяцем: если его рога остры и ярки, следует ожидать ветра. В народе говорили: «Январь гонит вьюгу за семь верст» — этот месяц хоть и холодный, но относительно спокойный.",dnepr
15,Понедельник,16,января,08:23,17:16,-1°,-6°,7.3°, 1981,-22.3°, 1893 ,  В Днепре облачная погода продержалась весь день. Без осадков.  ," Народный прогноз погоды: В этот день почитается память святого пророка Малахии. По народному поверью, только в этот день можно образумить одержимого меланхолией человека. И если сейчас меланхоличность считается чертой характера, то в прежние времена это считалось душевной болезнью. Если в этот день на небе появлялось белое большое облако, это предвещало вьюгу и метель. Погода на Малахию указывает, какой будет погода в марте.",dnepr
16,Вторник,17,января,08:22,17:17,-4°,-8°,6.1°, 1952,-28.9°, 1893 ,  Весь день в Днепре было облачно. Без осадков.  ," Народный прогноз погоды: 17 января почитается память преподобного Феоктиста, Зосимы Пустынника, который жил в IV веке. В народе Зосима считается покровителем пчел. О пчелах толкует и примета этого дня: если в этот день «снег на деревьях сучья гнет — летом пчелы роиться будут». А если на небе нет облаков при сильном морозе, то морозная погода будет стоять и дальше и не скоро отступит.",dnepr
17,Среда,18,января,08:21,17:19,-5°,-9°,8.1°, 1955,-24.5°, 1963 ,  Облачная погода продержалась в Днепре до самого вечера. Без осадков.  ," Народный прогноз погоды: 18 января отмечается Крещенский сочельник, канун Богоявления. В этот день соблюдается строгий пост, поэтому канун Богоявления называют еще Голодной кутёй. Если в этот день метель, снег и позёмка — быть хорошему урожаю. Если звездная ночь на Крещение — будет урожай ягод, гороха и хлеба. Сильные южные ветры 18 января предвещают грозное лето, а метель на Крещение приносит метель и на Масленицу. Полный месяц в этот день обещает большой разлив рек весной.",dnepr
18,Четверг,19,января,08:21,17:20,-6°,-15°,10.5°, 1955,-25.2°, 1907 ,"  В Днепре пасмурная погода уступила свои позиции во второй половине дня, но уже к вечеру небо опять затянулось облаками. Без осадков.  "," Народный прогноз погоды: 19 января отмечается праздник Крещения Господня или Богоявления. По погоде этого дня во многом судили о погоде на лето. Если в этот день холодная, ясная погода — лето засушливым будет. Пасмурная и снежная погода указывала на обильный урожай. В старину говорили: «День тёплый — хлеб тёмный (густой)», значит следовало ожидать хорошего урожая хлебов. Также на хороший урожай указывали синие облака и снег хлопьями.",dnepr
19,Пятница,20,января,08:20,17:22,-5°,-17°,9.5°, 1948,-24.3°, 1950 ,   ," Народный прогноз погоды: 20 января отмечается Собор Предтечи и Крестителя Господня Иоанна. Этот день является концом святок: «Иван Креститель праздники увел». Если в этот день стояла ясная и холодная погода, то лето ожидалось засушливое, а пасмурная и снежная погода намекала на обильный урожай. К 20-му января заканчивались Крещенские морозы, и хотя впереди еще была почти половина зимы, люди уже жили в ожидании тепла: «Трещи, мороз не трещи — минули Водохрещи: дуй, вьюга, не дуй — к Великодню пошло».",dnepr
20,Суббота,21,января,08:19,17:23,0°,-5°,9.1°, 1948,-23.7°," 1950, 2006 ","  На протяжении всего дня небо в Днепре было покрыто облаками. Утром шел сильный дождь со снегом, днем и вечером - мелкий снег.  "," Народный прогноз погоды: 21 января почитается память Емилиана, исповедника. Раньше метели и бураны в этот день были обычным явлением, о чём говорит и пословица: «Емельян, накрути буран». Следили в этот день в основном за ветром: если на Емельяна подует с юга — лето будет грозным, а если день выдастся ясным, то следует ожидать засушливого лета.",dnepr
21,Воскресенье,22,января,08:18,17:25,0°,-8°,12.5°, 1948,-22.7°," 1907, 1950 ",  В Днепре ясное утро и погожий день плавно перетекли в пасмурный вечер. Без осадков.  ," Народный прогноз погоды: В этот день почитается память святого Полиевкта. В народе про этот период января говорили так: «Растет день в январе — растет и холод», что указывало на приближение месяца февраля, который считался самым холодным месяцем зимы. Наблюдали наши предки в этот день за домашним скотом: если домашний скот, выпущенный во двор, будет стремиться вернуться в хлев — быть вскоре снегу и холоду.",dnepr
22,Понедельник,23,января,08:17,17:26,-1°,-9°,10.2°, 1936,-26.1°," 1963, 2006 ","  Ясная погода в Днепре наблюдалась на протяжении всего дня, такой она и осталась до глубокого вечера. Без осадков.  "," Народный прогноз погоды: 23 января почитается память святителя Григория, епископа Нисского. В народе этого святого называли Летоуказателем, потому как природные явления этого дня указывали на погоду будущим летом. Если в этот день будет иней на деревьях и стогах, то лето будет мокрое и холодное. Если ветер дует с юга — лето будет грозное. Если наши предки в этот день наблюдали иней, то верили, что 15—16 июля будет дождь.",dnepr
23,Вторник,24,января,08:16,17:28,-1°,-8°,10.6°, 1972,-26.8°, 1892 ,"  С самого утра небо в Днепре покрылось облаками, которые продержались до конца дня. Без осадков.  "," Народный прогноз погоды: 24 января отмечается день памяти преподобного Феодосия Великого. В народе этот день назывался «Федосеево тепло». Как правило, в этот день на самом деле была теплая погода, но люди опасались такого тепла и говорили: «Бойся январской весны», хотя теплая погода в этот день предвещала раннюю и тёплую весну. Если на Феодосия была оттепель, то готовились к затяжной весне.",dnepr
24,Среда,25,января,08:15,17:29,0°,-8°,8.5°," 1897, 2007",-24.9°, 1892 ,  Весь день в Днепре было облачно. Всю вторую половину дня шел сильный дождь со снегом.  ," Народный прогноз погоды: 25 января почитается память святой Татианы. В народе этот день называли «Татьяна Крещенская», «Бабий кут». Если в этот день шел снег, то лето ожидали дождливое, если было морозно, ясно — лето обещало быть теплым, а год — плодородным: «Если снегопад — летом дождик част». А вот теплая метель на Татьяну и «гнилой ветер» (южный) были нежеланными явлениями в этот день, поскольку указывали на неурожай и засуху.",dnepr
25,Четверг,26,января,08:13,17:31,-9°,-16°,9.7°, 1915,-22.5°, 1892 ,"  В Днепре к вечеру тучи, царившие в небе весь день, убрались восвояси. Ночью был сильный дождь со снегом, утром и днем - снег, и только вечером осадки прекратились.  "," Народный прогноз погоды: В этот день почитается память преподобного Иринарха, затворника. Судили о погоде этого дня по месяцу: если около него был туманный круг, ожидали метели. Наши предки прислушивались к лесу и наблюдали за животными, чтобы узнать предстоящую погоду. Если в этот день лес трещит — мороз будет стоять долго, если лес шумит, вскоре будут снег и оттепель. Если на Иринарха кошка мордочку прячет — быть морозу; собака лежит, свернувшись — к холоду, вытянувшись — к теплу.",dnepr
26,Пятница,27,января,08:12,17:32,-8°,-15°,9.5°, 1910,-25.8°, 1892 ,  Облачная погода продержалась в Днепре до самого вечера. Утром и вечером шел снег.  ," Народный прогноз погоды: 27 января отмечается память преподобных Исаии, Саввы, Моисея. В старину заметили, если в ночь на 27 января на небе много звёзд, то вскоре будет тепло и снежно; если же звёзд немного, то будет ненастье и вьюга. Белые облака в этот день обещали мороз. Если поутру ворона раскаркалась, то следует ждать метель. А если петухи спозаранку закричали в морозный день, то холод скоро отступит.",dnepr
27,Суббота,28,января,08:11,17:34,-4°,-8°,10.9°, 1915,-30.8°, 1892 ,"  В Днепре облачная погода продержалась весь день. Ночью пошел снег, который утром ослабел. Днем на какое-то время он прекратился, а вечером начался снова.  "," Народный прогноз погоды: 28 января почитается память преподобного Павла Фивейского и Иоанна Кущника. В прежние времена была такая поговорка: «Пётр-Павел дня прибавил», что указывало на увеличение световой части дня. В старину, чтобы узнать погоду, наблюдали за небом. Если звёзды сильно блестят, то быть морозу, а если они тусклые, то будет тепло. Если с севера приходили тучи, то оттепели не ждали. Снежный буран днем на Павла предвещал крепкий мороз ночью.",dnepr
28,Воскресенье,29,января,08:10,17:36,-4°,-17°,9.8°, 1915,-27.5°, 1892 ,"  Облака, которые покрывали в Днепре небо утром, после полудня исчезли и до конца дня уже не появлялись. Снег начался еще до рассвета, но к середине дня прекратился.  "," Народный прогноз погоды: 29 января отмечается день поклонения честным цепям апостола Петра. В народе этот день называли Пётр-полукорм, поскольку до этого времени у крестьян выходила половина зимнего корма для скота. По этому поводу народ приметил: «Если в амбарах ржаного хлеба осталось больше половины, быть хорошему урожаю». Погоду в этот день предсказывал ветер: если он дул с северной стороны, ожидали сильного мороза.",dnepr
29,Понедельник,30,января,08:09,17:37,-11°,-20°,9.5°, 1915,-24.0°, 1947 ,"  Ясная погода в Днепре наблюдалась на протяжении всего дня, такой она и осталась до глубокого вечера. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Антония Великого. В прежние времена этот день называли Антон Перезимний — именно 30 января считалось серединой зимы. В этот день часто случались оттепели, а следом за ними наступали сильные морозы. Отсюда и примета, что зимнему теплу верить нельзя: «Перезимник обнадежит, обтеплит, а потом обманет — все морозом стянет». Если на Антония небо заволакивалось тучами, ожидали метели.",dnepr
30,Вторник,31,января,08:07,17:39,-9°,-18°,8.6°, 2001,-25.8°, 1954 ,  В Днепре облаков на небе в этот день никто так и не увидел. Без осадков.  , Народный прогноз погоды: В этот день почитается память преподобного Илариона Великого. В народе говорили: «В ноябре мороз приосанивается». Наши предки приметили: если 3 ноября стоит ясная безоблачная погода — это признак скорого быстрого понижения температуры.,dnepr
31,Среда,1,февраля,08:06,17:40,-7°,-18°,11.9°, 1918,-25.8°, 1956 ,"  Уже утром небо в Днепре затянуло облаками, которые так и не исчезли до конца дня. Без осадков.  "," Народный прогноз погоды: 1 февраля отмечается день памяти преподобного Макария Великого. Если на Макария погода стояла ясная или случалась капель, то ожидали раннюю весну: «Коли капель — в весну раннюю верь». А вот если вечером на небе было много звезд, то зима еще долго обещала продержаться. Если на Макария кружила метель, то верили, что еще долго будет метельная погода. Этот день называли еще Громницей, так как это единственный день зимой, когда может приключиться гроза.",dnepr
32,Четверг,2,февраля,08:04,17:42,-4°,-7°,10.4°, 1918,-27.6°, 1954 ,  В Днепре на протяжении всего дня стояла облачная погода. Без осадков.  ," Народный прогноз погоды: 2 февраля почитается память преподобного Евфимия Великого. В народе этот день называли «Ефимкины метели». По метелям наши предки предсказывали погоду на ближайшее будущее. Если 2 февраля метет метель, то вся Масленая неделя будет метельной. Если этот день выдавался пасмурным, то стоило ждать поздних метелей. А если на Ефимия в полдень было солнце, то весну ожидали раннюю.",dnepr
33,Пятница,3,февраля,08:03,17:44,-1°,-6°,10.5°, 2002,-23.8°," 1911, 1967 ","  На протяжении всего дня небо в Днепре было покрыто облаками. Утро и день прошли без осадков, только ближе к вечеру начался дождь со снегом.  "," Народный прогноз погоды: В этот день почитается память преподобного Максима Исповедника и Максима Грека. В старину была такая поговорка: «Если месяц заскользил, в тучу белый рог вонзил — будет доброе жито да мука в сито» - молодой месяц в облаках указывал на хороший урожай. А вот ясное небо предвещало недород. Ярко-красный закат 3 февраля указывал на морозный ясный завтрашний день; а ясная погода — на раннюю весну. Если днем солнце светит ярко, то летом на фруктовых деревьях плоды червивы будут, а если оно за облака прячется, плоды будут чисты и здоровы.",dnepr
34,Суббота,4,февраля,08:02,17:45,+1°,0°,9.6°, 1939,-24.7°, 1911 ,"  С утра и до самого вечера небо в Днепре было скрыто за облаками. Ночью пошел сильный дождь, но ближе к утру он закончился. До завершения дня осадков больше не наблюдалось.  "," Народный прогноз погоды: 4 февраля отмечается день памяти апостола Тимофея. В прежние времена этот день был оплотом метелей, вьюг и морозов: «Это не диво, что Афанасий-ломонос (31 января) морозил нос, а ты подожди тимофеевских морозов». Именно мороз определял предстоящую погоду. Если в мороз вспотели оконницы и рамы, надо ждать потепления. Если «снежные узоры» поднимаются вверх по стеклу, значит морозу продолжаться, а если наклонились — к оттепели. Если в полдень на Тимофея светит солнышко — весна идет ранняя.",dnepr
35,Воскресенье,5,февраля,08:00,17:47,0°,-2°,9.3°, 1981,-26.0°, 1893 ,  На протяжении всего дня погода в Днепре была пасмурной. Без осадков.  ," Народный прогноз погоды: 5 февраля почитается память святого Агафангела. В прежние времена погоду в этот день предсказывали белки и птицы. Если во время мороза она покидает гнездо и спускается с дерева, это означает, что следует ждать оттепели. Если утром наши предки отчетливо слышали крик синицы, то они готовились к серьезным морозам.",dnepr
36,Понедельник,6,февраля,07:59,17:49,-2°,-9°,8.8°, 1936,-25.6°, 1929 ,"  В Днепре на протяжении всего дня стояла облачная погода. Днем начался сильный дождь со снегом, которому вечером на смену пришел снег.  "," Народный прогноз погоды: В этот день почитается память преподобной Ксении. Этот день считали переломом зимы, и по нему судили о предстоящей весне: «Какова Аксинья — такова весна». «Если на Аксинью вёдро (хорошая погода) — весна будет красная (хорошая)». Наши предки говорили: «На полузимницу дорогу переметает — корм подметает». Это означало, что зима задержится, и домашние животные съедят все заготовленные для них запасы.",dnepr
37,Вторник,7,февраля,07:57,17:50,-9°,-11°,7.0°, 1901,-29.8°, 1893 ,  В Днепре на протяжении всего дня стояла облачная погода. На протяжении всего дня шел снег.  ," Народный прогноз погоды: 7 февраля отмечается день памяти святителя Григория Богослова. В прежние времена по этому дню судили о будущей зиме. Каким этот день будет с утра до полудня, такой будет и первая половина следующей зимы, а погода с полудня до вечера указывает на вторую половину зимы. Густой туман предвещал мор скота, а ясная погода говорила о том, что будет хороший год.",dnepr
38,Среда,8,февраля,07:56,17:52,-9°,-15°,7.3°, 1930,-27.2°, 1929 ,"  В Днепре была пасмурная погода, которая прояснилась только к вечеру. Без осадков.  "," Народный прогноз погоды: 8 февраля почитается память преподобного Ксенофонта и супруги его Марии. В прежние времена предсказывать погоду нашим предкам помогали мыши: если на Ксенофонта они вылазят из-под снега, следует ждать оттепели. В старину в этот день опасались метели, поскольку она указывала на плохой урожай в будущем году: «Метель на дома — будут плохи корма».",dnepr
39,Четверг,9,февраля,07:54,17:53,-6°,-17°,9.7°, 1894,-27.3°, 1911 ,"  Утро в Днепре было безоблачным, и до конца дня небо оставалось ясным. Без осадков.  "," Народный прогноз погоды: 9 февраля отмечается перенесение мощей святителя Иоанна Златоуста из г. Коман в г. Константинополь. Несмотря на то, что этот месяц считается самым холодным, в этот день случались оттепели. Но были они непродолжительными. Поэтому в народе говорили: «Февральская оттепель ничего не стоит». В этот день наши предки наблюдали за облаками: если облака идут против ветра — к снегу. На снегопад также указывал дым из трубы: если он стелился по земле без ветра, следовало ожидать снега.",dnepr
40,Пятница,10,февраля,07:52,17:55,-9°,-14°,9.6°, 2002,-22.8°, 1985 ,"  В Днепре солнце в этот день редко показывалось из-за облаков. Утром пошел снег, который закончился еще до середины дня. Больше осадков не было.  "," Народный прогноз погоды: В этот день почитается память преподобного Ефрема Сирина. В народе этот день называли Ефрем Ветродуй. Люди боялись ветра 10 февраля, поскольку он предвещал сырое, холодное лето. Поэтому и говорили: «Не к добру летнему Ефремов ветер». Еще до нас дошли наблюдения за снегом: если выпавший ночью снег останется на ветках деревьев, то и на земле не растает.",dnepr
41,Суббота,11,февраля,07:51,17:57,-2°,-10°,12.1°, 1983,-26.3°, 1929 ,  В Днепре на протяжении всего дня стояла облачная погода. Без осадков.  ," Народный прогноз погоды: В первый день зимы почитается память святых Платона и Романа. В народе этот день называют зимоуказателем, так как погода этого дня предсказывает погоду зимы. Если с утра тепло — значит быть ростепелям в начале зимы, холод да вьюга в полдень — таковой будет и середина зимы, а если под вечер завоет, закрутит метель — то уйдет от нас зима неохотливо, с угрозами.",dnepr
