,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory,city
10,Среда,11,января,08:09,16:51,-1°,-5°,8.2°, 1991,-31.7°, 1950 ,  На протяжении всего дня погода в Луганске была пасмурной. Без осадков.  ," Народный прогноз погоды: 11 января Церковь чтит память 14 тысяч Вифлеемских младенцев. В старину в этот день было принято в сумерках отдыхать на печи и полатях, рассказывая детям сказки и загадывая загадки. Молодежь проводила время на посиделках. Наши предки в этот день следили за ветром и облаками: если ветер дул с севера, а небо при этом было безоблачным, то следовало ожидать мороза.",lugansk
11,Четверг,12,января,08:09,16:52,+2°,-2°,8.1°," 1955, 2007",-27.3°, 1950 ,   ," Народный прогноз погоды: 12 января почитается память святой Анисии. В народе этот день назывался «Анисьи зимние» или «Анисьи Желудочницы». В старину в этот день варили свиные желудки и резали гусей. По внутренностям животных гадали о зиме. Если селезенка была ровной и гладкой, то ожидали зимы суровой. Толстая печень в середине означала, что стужи начнутся с половины зимы, а широкая сторона печени к брюху обещала морозы и перезимья. В народе говорили: «Ко дню Анисьи холода над землей повисли».",lugansk
12,Пятница,13,января,08:08,16:54,0°,-4°,8.8°, 1955,-25.5°, 1954 ,"  С утра и до самого вечера небо в Луганске было скрыто за облаками. Утром начался снег, который закончился еще в первой половине дня. В остальное время осадков не наблюдалось.  "," Народный прогноз погоды: 13 января отмечается день памяти преподобной Мелании Римляныни. В народе называют этот день «Щедрый вечер». Погода каждого последующего дня соответствовала погоде каждого из двенадцати месяцев. Если в ночь ветер дул южный, то год ожидали жаркий и урожайный. Западный ветер предвещал хорошие надои и обилие рыбы, а восточный — обильный урожай фруктов. Если замечали на окнах лёд, то рассчитывали на обилие мёда. С этого времени день прибывает на час.",lugansk
13,Суббота,14,января,08:08,16:55,+2°,-5°,8.5°, 1955,-31.3°, 1950 ,  На протяжении всего дня небо в Луганске было покрыто облаками. Без осадков.  ," Народный прогноз погоды: 14 января почитается память святителя Василия Великого, архиепископа Кесарии Каппадокийской. Если на Василия с утра туман, то будет хороший урожай летом и осенью. Если будет много звезд на небе — будет много ягод летом. В прежние времена говорили: «Коли Васильев день в году веселый, то и год таков», «Старый год — к весне поворот». Если на Василия тепло и снег — лето будет теплым и дождливым.",lugansk
14,Воскресенье,15,января,08:07,16:57,+1°,-1°,9.9°, 1955,-27.5°, 1954 ,"  Весь день в Луганске было облачно. Весь день прошел без осадков, только вечером начался мелкий снег.  "," Народный прогноз погоды: 15 января почитается память святителя Сильвестра Римского, преподобных Сильвестра Печерского и Серафима Саровского. В прежние времена в этот день был Куриный праздник. 15 января чистили курятники и окуривали их смолою с девясилом. Синие вечерние облака в этот день предвещали перемену погоды. Наблюдали также за месяцем: если его рога остры и ярки, следует ожидать ветра. В народе говорили: «Январь гонит вьюгу за семь верст» — этот месяц хоть и холодный, но относительно спокойный.",lugansk
15,Понедельник,16,января,08:06,16:58,0°,0°,9.4°, 1955,-29.1°, 1954 ,"  В Луганске на протяжении всего дня стояла облачная погода. Ночью был сильный снег, утром - сильный дождь со снегом, который после полудня сменился сильным снегом. Только ближе к вечеру осадки прекратились.  "," Народный прогноз погоды: В этот день почитается память святого пророка Малахии. По народному поверью, только в этот день можно образумить одержимого меланхолией человека. И если сейчас меланхоличность считается чертой характера, то в прежние времена это считалось душевной болезнью. Если в этот день на небе появлялось белое большое облако, это предвещало вьюгу и метель. Погода на Малахию указывает, какой будет погода в марте.",lugansk
16,Вторник,17,января,08:05,16:59,0°,-3°,5.7°, 1952,-23.9°, 1976 ,  В Луганске облачная погода продержалась весь день. Без осадков.  ," Народный прогноз погоды: 17 января почитается память преподобного Феоктиста, Зосимы Пустынника, который жил в IV веке. В народе Зосима считается покровителем пчел. О пчелах толкует и примета этого дня: если в этот день «снег на деревьях сучья гнет — летом пчелы роиться будут». А если на небе нет облаков при сильном морозе, то морозная погода будет стоять и дальше и не скоро отступит.",lugansk
17,Среда,18,января,08:04,17:01,-3°,-6°,6.6°, 1955,-24.5°," 1976, 2006 ",  В Луганске солнце в этот день редко показывалось из-за облаков. Без осадков.  ," Народный прогноз погоды: 18 января отмечается Крещенский сочельник, канун Богоявления. В этот день соблюдается строгий пост, поэтому канун Богоявления называют еще Голодной кутёй. Если в этот день метель, снег и позёмка — быть хорошему урожаю. Если звездная ночь на Крещение — будет урожай ягод, гороха и хлеба. Сильные южные ветры 18 января предвещают грозное лето, а метель на Крещение приносит метель и на Масленицу. Полный месяц в этот день обещает большой разлив рек весной.",lugansk
18,Четверг,19,января,08:04,17:02,-7°,-11°,11.0°, 1955,-26.1°, 1945 ,"  В Луганске к вечеру тучи, царившие в небе весь день, убрались восвояси. Без осадков.  "," Народный прогноз погоды: 19 января отмечается праздник Крещения Господня или Богоявления. По погоде этого дня во многом судили о погоде на лето. Если в этот день холодная, ясная погода — лето засушливым будет. Пасмурная и снежная погода указывала на обильный урожай. В старину говорили: «День тёплый — хлеб тёмный (густой)», значит следовало ожидать хорошего урожая хлебов. Также на хороший урожай указывали синие облака и снег хлопьями.",lugansk
19,Пятница,20,января,08:03,17:04,-5°,-12°,9.4°, 1955,-27.9°, 1950 ,"  Уже утром небо в Луганске затянуло облаками, которые так и не исчезли до конца дня. С середины дня и до его окончания шел мелкий снег.  "," Народный прогноз погоды: 20 января отмечается Собор Предтечи и Крестителя Господня Иоанна. Этот день является концом святок: «Иван Креститель праздники увел». Если в этот день стояла ясная и холодная погода, то лето ожидалось засушливое, а пасмурная и снежная погода намекала на обильный урожай. К 20-му января заканчивались Крещенские морозы, и хотя впереди еще была почти половина зимы, люди уже жили в ожидании тепла: «Трещи, мороз не трещи — минули Водохрещи: дуй, вьюга, не дуй — к Великодню пошло».",lugansk
20,Суббота,21,января,08:02,17:05,0°,-6°,10.2°, 1948,-29.3°, 1950 ,  С утра и до самого вечера небо в Луганске было скрыто за облаками. С середины дня и до его окончания шел мелкий снег.  ," Народный прогноз погоды: 21 января почитается память Емилиана, исповедника. Раньше метели и бураны в этот день были обычным явлением, о чём говорит и пословица: «Емельян, накрути буран». Следили в этот день в основном за ветром: если на Емельяна подует с юга — лето будет грозным, а если день выдастся ясным, то следует ожидать засушливого лета.",lugansk
21,Воскресенье,22,января,08:01,17:07,-2°,-7°,8.3°, 2005,-25.9°," 1950, 2006 ","  Вечером небо в Луганске затянули облака, несмотря на то, что с самого утра стояла ясная погода. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святого Полиевкта. В народе про этот период января говорили так: «Растет день в январе — растет и холод», что указывало на приближение месяца февраля, который считался самым холодным месяцем зимы. Наблюдали наши предки в этот день за домашним скотом: если домашний скот, выпущенный во двор, будет стремиться вернуться в хлев — быть вскоре снегу и холоду.",lugansk
22,Понедельник,23,января,08:00,17:08,-1°,-4°,8.1°, 1948,-29.5°," 1973, 2006 ","  В Луганске к вечеру тучи, царившие в небе весь день, убрались восвояси. Без осадков.  "," Народный прогноз погоды: 23 января почитается память святителя Григория, епископа Нисского. В народе этого святого называли Летоуказателем, потому как природные явления этого дня указывали на погоду будущим летом. Если в этот день будет иней на деревьях и стогах, то лето будет мокрое и холодное. Если ветер дует с юга — лето будет грозное. Если наши предки в этот день наблюдали иней, то верили, что 15—16 июля будет дождь.",lugansk
23,Вторник,24,января,07:59,17:10,+1°,-6°,6.1°," 1966, 2007",-26.2°, 1973 ,"  Погода в Луганске порадовала нас безоблачным утром, но со второй половины дня и до позднего вечера оставалась пасмурной. Утром и днем осадков не наблюдалось, а вечером шел мелкий снег.  "," Народный прогноз погоды: 24 января отмечается день памяти преподобного Феодосия Великого. В народе этот день назывался «Федосеево тепло». Как правило, в этот день на самом деле была теплая погода, но люди опасались такого тепла и говорили: «Бойся январской весны», хотя теплая погода в этот день предвещала раннюю и тёплую весну. Если на Феодосия была оттепель, то готовились к затяжной весне.",lugansk
24,Среда,25,января,07:58,17:12,-1°,-5°,8.2°," 2002, 2007",-26.8°," 1987, 2006 ","  Облачная погода продержалась в Луганске до самого вечера. Днем пошел снег, который к вечеру ослабел.  "," Народный прогноз погоды: 25 января почитается память святой Татианы. В народе этот день называли «Татьяна Крещенская», «Бабий кут». Если в этот день шел снег, то лето ожидали дождливое, если было морозно, ясно — лето обещало быть теплым, а год — плодородным: «Если снегопад — летом дождик част». А вот теплая метель на Татьяну и «гнилой ветер» (южный) были нежеланными явлениями в этот день, поскольку указывали на неурожай и засуху.",lugansk
25,Четверг,26,января,07:56,17:13,-4°,-20°,6.7°," 1990, 2007",-27.3°," 1987, 2006 ","  Облачная погода продержалась в Луганске до самого вечера. Снег, который к утру растерял свою силу, после полудня снова окреп, но ближе к вечеру закончился.  "," Народный прогноз погоды: В этот день почитается память преподобного Иринарха, затворника. Судили о погоде этого дня по месяцу: если около него был туманный круг, ожидали метели. Наши предки прислушивались к лесу и наблюдали за животными, чтобы узнать предстоящую погоду. Если в этот день лес трещит — мороз будет стоять долго, если лес шумит, вскоре будут снег и оттепель. Если на Иринарха кошка мордочку прячет — быть морозу; собака лежит, свернувшись — к холоду, вытянувшись — к теплу.",lugansk
26,Пятница,27,января,07:55,17:15,-9°,-19°,8.6°, 2002,-28.2°, 1954 ,"  С утра и до самого вечера небо в Луганске было скрыто за облаками. Утро и день прошли без осадков, только ближе к вечеру начался мелкий снег.  "," Народный прогноз погоды: 27 января отмечается память преподобных Исаии, Саввы, Моисея. В старину заметили, если в ночь на 27 января на небе много звёзд, то вскоре будет тепло и снежно; если же звёзд немного, то будет ненастье и вьюга. Белые облака в этот день обещали мороз. Если поутру ворона раскаркалась, то следует ждать метель. А если петухи спозаранку закричали в морозный день, то холод скоро отступит.",lugansk
27,Суббота,28,января,07:54,17:16,-5°,-15°,7.1°, 1995,-31.1°, 1954 ,"  С утра и до самого вечера небо в Луганске было скрыто за облаками. Утром и днем осадков не наблюдалось, а вечером шел снег.  "," Народный прогноз погоды: 28 января почитается память преподобного Павла Фивейского и Иоанна Кущника. В прежние времена была такая поговорка: «Пётр-Павел дня прибавил», что указывало на увеличение световой части дня. В старину, чтобы узнать погоду, наблюдали за небом. Если звёзды сильно блестят, то быть морозу, а если они тусклые, то будет тепло. Если с севера приходили тучи, то оттепели не ждали. Снежный буран днем на Павла предвещал крепкий мороз ночью.",lugansk
28,Воскресенье,29,января,07:53,17:18,-10°,-18°,10.2°, 1999,-29.2°, 1969 ,"  Вечером в Луганске погода прояснилась, но до этого момента небо все время было покрыто облаками. Без осадков.  "," Народный прогноз погоды: 29 января отмечается день поклонения честным цепям апостола Петра. В народе этот день называли Пётр-полукорм, поскольку до этого времени у крестьян выходила половина зимнего корма для скота. По этому поводу народ приметил: «Если в амбарах ржаного хлеба осталось больше половины, быть хорошему урожаю». Погоду в этот день предсказывал ветер: если он дул с северной стороны, ожидали сильного мороза.",lugansk
29,Понедельник,30,января,07:51,17:19,-16°,-24°,10.1°, 2001,-28.2°, 1947 ,  В Луганске облаков на небе в этот день никто так и не увидел. Без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобного Антония Великого. В прежние времена этот день называли Антон Перезимний — именно 30 января считалось серединой зимы. В этот день часто случались оттепели, а следом за ними наступали сильные морозы. Отсюда и примета, что зимнему теплу верить нельзя: «Перезимник обнадежит, обтеплит, а потом обманет — все морозом стянет». Если на Антония небо заволакивалось тучами, ожидали метели.",lugansk
30,Вторник,31,января,07:50,17:21,-11°,-23°,6.6°, 1979,-31.1°, 1987 ,"  Ясная погода в Луганске держалась почти весь день, а под конец дня изменилась и стала пасмурной. Без осадков.  ", Народный прогноз погоды: В этот день почитается память преподобного Илариона Великого. В народе говорили: «В ноябре мороз приосанивается». Наши предки приметили: если 3 ноября стоит ясная безоблачная погода — это признак скорого быстрого понижения температуры.,lugansk
31,Среда,1,февраля,07:49,17:23,-7°,-17°,8.1°, 2001,-30.5°, 1956 ,  Облачная погода продержалась в Луганске до самого вечера. Без осадков.  ," Народный прогноз погоды: 1 февраля отмечается день памяти преподобного Макария Великого. Если на Макария погода стояла ясная или случалась капель, то ожидали раннюю весну: «Коли капель — в весну раннюю верь». А вот если вечером на небе было много звезд, то зима еще долго обещала продержаться. Если на Макария кружила метель, то верили, что еще долго будет метельная погода. Этот день называли еще Громницей, так как это единственный день зимой, когда может приключиться гроза.",lugansk
32,Четверг,2,февраля,07:47,17:24,-4°,-10°,6.5°, 1965,-37.0°, 1954 ,  В Луганске на протяжении всего дня стояла облачная погода. Без осадков.  ," Народный прогноз погоды: 2 февраля почитается память преподобного Евфимия Великого. В народе этот день называли «Ефимкины метели». По метелям наши предки предсказывали погоду на ближайшее будущее. Если 2 февраля метет метель, то вся Масленая неделя будет метельной. Если этот день выдавался пасмурным, то стоило ждать поздних метелей. А если на Ефимия в полдень было солнце, то весну ожидали раннюю.",lugansk
33,Пятница,3,февраля,07:46,17:26,-6°,-12°,5.7°," 1983, 2008",-28.8°, 1950 ,  На протяжении всего дня небо в Луганске было покрыто облаками. Вечером был мелкий снег.  ," Народный прогноз погоды: В этот день почитается память преподобного Максима Исповедника и Максима Грека. В старину была такая поговорка: «Если месяц заскользил, в тучу белый рог вонзил — будет доброе жито да мука в сито» - молодой месяц в облаках указывал на хороший урожай. А вот ясное небо предвещало недород. Ярко-красный закат 3 февраля указывал на морозный ясный завтрашний день; а ясная погода — на раннюю весну. Если днем солнце светит ярко, то летом на фруктовых деревьях плоды червивы будут, а если оно за облака прячется, плоды будут чисты и здоровы.",lugansk
34,Суббота,4,февраля,07:45,17:28,+2°,-6°,9.2°, 2002,-26.2°, 1967 ,"  Весь день в Луганске было облачно. На смену утреннему мокрому снегу, пришел дождь, который продолжался всю вторую половину дня, усиливаясь к вечеру.  "," Народный прогноз погоды: 4 февраля отмечается день памяти апостола Тимофея. В прежние времена этот день был оплотом метелей, вьюг и морозов: «Это не диво, что Афанасий-ломонос (31 января) морозил нос, а ты подожди тимофеевских морозов». Именно мороз определял предстоящую погоду. Если в мороз вспотели оконницы и рамы, надо ждать потепления. Если «снежные узоры» поднимаются вверх по стеклу, значит морозу продолжаться, а если наклонились — к оттепели. Если в полдень на Тимофея светит солнышко — весна идет ранняя.",lugansk
35,Воскресенье,5,февраля,07:43,17:29,+1°,-2°,11.5°, 2002,-34.3°, 1954 ,"  В Луганске солнце в этот день редко показывалось из-за облаков. Ночью был мелкий снег, но уже к утру он закончился. Больше осадков не наблюдалось.  "," Народный прогноз погоды: 5 февраля почитается память святого Агафангела. В прежние времена погоду в этот день предсказывали белки и птицы. Если во время мороза она покидает гнездо и спускается с дерева, это означает, что следует ждать оттепели. Если утром наши предки отчетливо слышали крик синицы, то они готовились к серьезным морозам.",lugansk
36,Понедельник,6,февраля,07:42,17:31,-3°,-12°,11.5°, 1981,-32.2°, 1950 ,  В Луганске на протяжении всего дня стояла облачная погода. Без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобной Ксении. Этот день считали переломом зимы, и по нему судили о предстоящей весне: «Какова Аксинья — такова весна». «Если на Аксинью вёдро (хорошая погода) — весна будет красная (хорошая)». Наши предки говорили: «На полузимницу дорогу переметает — корм подметает». Это означало, что зима задержится, и домашние животные съедят все заготовленные для них запасы.",lugansk
37,Вторник,7,февраля,07:40,17:32,-11°,-16°,11.5°, 1981,-39.0°, 1893 ,  С утра и до самого вечера небо в Луганске было скрыто за облаками. Утром пошел мелкий снег и закончился в середине дня. Больше осадков не наблюдалось.  ," Народный прогноз погоды: 7 февраля отмечается день памяти святителя Григория Богослова. В прежние времена по этому дню судили о будущей зиме. Каким этот день будет с утра до полудня, такой будет и первая половина следующей зимы, а погода с полудня до вечера указывает на вторую половину зимы. Густой туман предвещал мор скота, а ясная погода говорила о том, что будет хороший год.",lugansk
38,Среда,8,февраля,07:38,17:34,-13°,-20°,9.3°, 1955,-33.4°, 1954 ,"  От предрассветных облаков уже к утру в Луганске не осталось и следа, и до самого вечера держалась ясная погода. Без осадков.  "," Народный прогноз погоды: 8 февраля почитается память преподобного Ксенофонта и супруги его Марии. В прежние времена предсказывать погоду нашим предкам помогали мыши: если на Ксенофонта они вылазят из-под снега, следует ждать оттепели. В старину в этот день опасались метели, поскольку она указывала на плохой урожай в будущем году: «Метель на дома — будут плохи корма».",lugansk
39,Четверг,9,февраля,07:37,17:36,-10°,-21°,9.6°, 1955,-26.5°, 1956 ,"  Небо в Луганске было ясным почти весь день, но вечером его затянули облака. Без осадков.  "," Народный прогноз погоды: 9 февраля отмечается перенесение мощей святителя Иоанна Златоуста из г. Коман в г. Константинополь. Несмотря на то, что этот месяц считается самым холодным, в этот день случались оттепели. Но были они непродолжительными. Поэтому в народе говорили: «Февральская оттепель ничего не стоит». В этот день наши предки наблюдали за облаками: если облака идут против ветра — к снегу. На снегопад также указывал дым из трубы: если он стелился по земле без ветра, следовало ожидать снега.",lugansk
40,Пятница,10,февраля,07:35,17:37,-8°,-15°,8.6°, 2002,-31.4°, 1985 ,  Облачная погода продержалась в Луганске до самого вечера. Без осадков.  ," Народный прогноз погоды: В этот день почитается память преподобного Ефрема Сирина. В народе этот день называли Ефрем Ветродуй. Люди боялись ветра 10 февраля, поскольку он предвещал сырое, холодное лето. Поэтому и говорили: «Не к добру летнему Ефремов ветер». Еще до нас дошли наблюдения за снегом: если выпавший ночью снег останется на ветках деревьев, то и на земле не растает.",lugansk
