,infoDayweek,infoDate,infoMonth,sunUp,sunDown,tempMax,tempMin,maxTemp,maxYear,minTemp,minYear,dayInfo,dayHistory,city
21,Воскресенье,22,января,08:46,17:48,+1°,-5°,7.4°," 1993, 2007",-22.5°, 1963 ,"  В Виннице день был облачным, как и утро, и только вечер порадовал нас ясным небом. Без осадков.  "," Народный прогноз погоды: В этот день почитается память святого Полиевкта. В народе про этот период января говорили так: «Растет день в январе — растет и холод», что указывало на приближение месяца февраля, который считался самым холодным месяцем зимы. Наблюдали наши предки в этот день за домашним скотом: если домашний скот, выпущенный во двор, будет стремиться вернуться в хлев — быть вскоре снегу и холоду.",vinitsa
22,Понедельник,23,января,08:45,17:50,-1°,-5°,8.0°, 1993,-28.2°," 1963, 2006 ",  В Виннице облачная погода продержалась весь день. Без осадков.  ," Народный прогноз погоды: 23 января почитается память святителя Григория, епископа Нисского. В народе этого святого называли Летоуказателем, потому как природные явления этого дня указывали на погоду будущим летом. Если в этот день будет иней на деревьях и стогах, то лето будет мокрое и холодное. Если ветер дует с юга — лето будет грозное. Если наши предки в этот день наблюдали иней, то верили, что 15—16 июля будет дождь.",vinitsa
23,Вторник,24,января,08:44,17:51,-2°,-4°,8.5°, 1985,-26.3°, 1950 ,  В Виннице облачная погода продержалась весь день. Без осадков.  ," Народный прогноз погоды: 24 января отмечается день памяти преподобного Феодосия Великого. В народе этот день назывался «Федосеево тепло». Как правило, в этот день на самом деле была теплая погода, но люди опасались такого тепла и говорили: «Бойся январской весны», хотя теплая погода в этот день предвещала раннюю и тёплую весну. Если на Феодосия была оттепель, то готовились к затяжной весне.",vinitsa
24,Среда,25,января,08:43,17:53,-1°,-9°,7.7°, 1993,-27.2°, 1996 ,"  Пасмурная погода держалась не весь день - вечером в Виннице небо стало чистым и ясным. Утренний мелкий дождь днем сменился снегом, который закончился до наступления вечера.  "," Народный прогноз погоды: 25 января почитается память святой Татианы. В народе этот день называли «Татьяна Крещенская», «Бабий кут». Если в этот день шел снег, то лето ожидали дождливое, если было морозно, ясно — лето обещало быть теплым, а год — плодородным: «Если снегопад — летом дождик част». А вот теплая метель на Татьяну и «гнилой ветер» (южный) были нежеланными явлениями в этот день, поскольку указывали на неурожай и засуху.",vinitsa
25,Четверг,26,января,08:42,17:55,-9°,-15°,4.6°," 1994, 1999, 2008",-28.2°, 1954 ,"  В Виннице ясная погода держалась с завидным постоянством, хотя днем была непродолжительная оккупация неба облаками. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Иринарха, затворника. Судили о погоде этого дня по месяцу: если около него был туманный круг, ожидали метели. Наши предки прислушивались к лесу и наблюдали за животными, чтобы узнать предстоящую погоду. Если в этот день лес трещит — мороз будет стоять долго, если лес шумит, вскоре будут снег и оттепель. Если на Иринарха кошка мордочку прячет — быть морозу; собака лежит, свернувшись — к холоду, вытянувшись — к теплу.",vinitsa
26,Пятница,27,января,08:41,17:56,-2°,-13°,7.5°, 1990,-28.3°, 1954 ,"  На протяжении всего дня погода в Виннице была пасмурной. На смену утреннему сильному мокрому снегу, пришел мелкий снег, который продолжался всю вторую половину дня, усиливаясь к вечеру.  "," Народный прогноз погоды: 27 января отмечается память преподобных Исаии, Саввы, Моисея. В старину заметили, если в ночь на 27 января на небе много звёзд, то вскоре будет тепло и снежно; если же звёзд немного, то будет ненастье и вьюга. Белые облака в этот день обещали мороз. Если поутру ворона раскаркалась, то следует ждать метель. А если петухи спозаранку закричали в морозный день, то холод скоро отступит.",vinitsa
27,Суббота,28,января,08:39,17:58,-1°,-3°,8.4°, 1990,-26.0°, 1963 ,  В Виннице облачная погода продержалась весь день. Без осадков.  ," Народный прогноз погоды: 28 января почитается память преподобного Павла Фивейского и Иоанна Кущника. В прежние времена была такая поговорка: «Пётр-Павел дня прибавил», что указывало на увеличение световой части дня. В старину, чтобы узнать погоду, наблюдали за небом. Если звёзды сильно блестят, то быть морозу, а если они тусклые, то будет тепло. Если с севера приходили тучи, то оттепели не ждали. Снежный буран днем на Павла предвещал крепкий мороз ночью.",vinitsa
28,Воскресенье,29,января,08:38,17:59,-2°,-5°,8.3°, 2002,-26.0°, 1963 ,  Весь день в Виннице было облачно. Без осадков.  ," Народный прогноз погоды: 29 января отмечается день поклонения честным цепям апостола Петра. В народе этот день называли Пётр-полукорм, поскольку до этого времени у крестьян выходила половина зимнего корма для скота. По этому поводу народ приметил: «Если в амбарах ржаного хлеба осталось больше половины, быть хорошему урожаю». Погоду в этот день предсказывал ветер: если он дул с северной стороны, ожидали сильного мороза.",vinitsa
29,Понедельник,30,января,08:37,18:01,-5°,-11°,8.1°, 2002,-25.5°, 1980 ,"  В Виннице к вечеру тучи, царившие в небе весь день, убрались восвояси. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Антония Великого. В прежние времена этот день называли Антон Перезимний — именно 30 января считалось серединой зимы. В этот день часто случались оттепели, а следом за ними наступали сильные морозы. Отсюда и примета, что зимнему теплу верить нельзя: «Перезимник обнадежит, обтеплит, а потом обманет — все морозом стянет». Если на Антония небо заволакивалось тучами, ожидали метели.",vinitsa
30,Вторник,31,января,08:35,18:03,-5°,-14°,7.7°, 2002,-30.8°, 1987 ,  В этот день в Виннице небо оставалось ясным до самого позднего вечера. Без осадков.  , Народный прогноз погоды: В этот день почитается память преподобного Илариона Великого. В народе говорили: «В ноябре мороз приосанивается». Наши предки приметили: если 3 ноября стоит ясная безоблачная погода — это признак скорого быстрого понижения температуры.,vinitsa
31,Среда,1,февраля,08:34,18:04,-4°,-12°,7.8°, 2002,-27.4°," 1967, 1976 ","  Вечером в Виннице держалась пасмурная погода, днем было небольшое прояснение, но оно оказалось недолгим. Без осадков.  "," Народный прогноз погоды: 1 февраля отмечается день памяти преподобного Макария Великого. Если на Макария погода стояла ясная или случалась капель, то ожидали раннюю весну: «Коли капель — в весну раннюю верь». А вот если вечером на небе было много звезд, то зима еще долго обещала продержаться. Если на Макария кружила метель, то верили, что еще долго будет метельная погода. Этот день называли еще Громницей, так как это единственный день зимой, когда может приключиться гроза.",vinitsa
32,Четверг,2,февраля,08:33,18:06,-5°,-9°,9.9°, 2002,-27.3°, 1973 ,"  На протяжении всего дня погода в Виннице была пасмурной. Весь день прошел без осадков, только вечером начался дождь.  "," Народный прогноз погоды: 2 февраля почитается память преподобного Евфимия Великого. В народе этот день называли «Ефимкины метели». По метелям наши предки предсказывали погоду на ближайшее будущее. Если 2 февраля метет метель, то вся Масленая неделя будет метельной. Если этот день выдавался пасмурным, то стоило ждать поздних метелей. А если на Ефимия в полдень было солнце, то весну ожидали раннюю.",vinitsa
33,Пятница,3,февраля,08:31,18:08,+1°,-5°,13.2°, 2002,-23.4°, 1956 ,"  На протяжении всего дня погода в Виннице была пасмурной. Утром и днем был дождь со снегом, ближе к вечеру ему на смену пришел мелкий дождь.  "," Народный прогноз погоды: В этот день почитается память преподобного Максима Исповедника и Максима Грека. В старину была такая поговорка: «Если месяц заскользил, в тучу белый рог вонзил — будет доброе жито да мука в сито» - молодой месяц в облаках указывал на хороший урожай. А вот ясное небо предвещало недород. Ярко-красный закат 3 февраля указывал на морозный ясный завтрашний день; а ясная погода — на раннюю весну. Если днем солнце светит ярко, то летом на фруктовых деревьях плоды червивы будут, а если оно за облака прячется, плоды будут чисты и здоровы.",vinitsa
34,Суббота,4,февраля,08:30,18:09,+1°,-5°,12.8°, 2002,-25.8°, 1956 ,  Облачная погода продержалась в Виннице до самого вечера. Без осадков.  ," Народный прогноз погоды: 4 февраля отмечается день памяти апостола Тимофея. В прежние времена этот день был оплотом метелей, вьюг и морозов: «Это не диво, что Афанасий-ломонос (31 января) морозил нос, а ты подожди тимофеевских морозов». Именно мороз определял предстоящую погоду. Если в мороз вспотели оконницы и рамы, надо ждать потепления. Если «снежные узоры» поднимаются вверх по стеклу, значит морозу продолжаться, а если наклонились — к оттепели. Если в полдень на Тимофея светит солнышко — весна идет ранняя.",vinitsa
35,Воскресенье,5,февраля,08:28,18:11,-2°,-6°,9.4°, 2002,-27.9°, 1953 ,"  Весь день в Виннице было облачно. Утром и днем осадков не наблюдалось, а вечером шел дождь со снегом.  "," Народный прогноз погоды: 5 февраля почитается память святого Агафангела. В прежние времена погоду в этот день предсказывали белки и птицы. Если во время мороза она покидает гнездо и спускается с дерева, это означает, что следует ждать оттепели. Если утром наши предки отчетливо слышали крик синицы, то они готовились к серьезным морозам.",vinitsa
36,Понедельник,6,февраля,08:27,18:13,-1°,-7°,8.4°, 2004,-23.4°, 1960 ,  С утра и до самого вечера небо в Виннице было скрыто за облаками. Ночной сильный дождь со снегом утром сменился снегом. Ближе к полудню осадки прекратились.  ," Народный прогноз погоды: В этот день почитается память преподобной Ксении. Этот день считали переломом зимы, и по нему судили о предстоящей весне: «Какова Аксинья — такова весна». «Если на Аксинью вёдро (хорошая погода) — весна будет красная (хорошая)». Наши предки говорили: «На полузимницу дорогу переметает — корм подметает». Это означало, что зима задержится, и домашние животные съедят все заготовленные для них запасы.",vinitsa
37,Вторник,7,февраля,08:25,18:14,-8°,-11°,10.1°, 2004,-24.2°, 1954 ,"  На протяжении всего дня погода в Виннице была пасмурной. На смену утреннему сильному мокрому снегу, пришел снег, который к вечеру начал затихать.  "," Народный прогноз погоды: 7 февраля отмечается день памяти святителя Григория Богослова. В прежние времена по этому дню судили о будущей зиме. Каким этот день будет с утра до полудня, такой будет и первая половина следующей зимы, а погода с полудня до вечера указывает на вторую половину зимы. Густой туман предвещал мор скота, а ясная погода говорила о том, что будет хороший год.",vinitsa
38,Среда,8,февраля,08:24,18:16,-11°,-12°,9.4°, 2004,-27.8°, 1976 ,  В Виннице на протяжении всего дня стояла облачная погода. На протяжении всего дня шел мелкий снег.  ," Народный прогноз погоды: 8 февраля почитается память преподобного Ксенофонта и супруги его Марии. В прежние времена предсказывать погоду нашим предкам помогали мыши: если на Ксенофонта они вылазят из-под снега, следует ждать оттепели. В старину в этот день опасались метели, поскольку она указывала на плохой урожай в будущем году: «Метель на дома — будут плохи корма».",vinitsa
39,Четверг,9,февраля,08:22,18:18,-10°,-15°,8.4°, 1973,-25.6°, 1956 ,"  Придя в Виннице на смену пасмурному утру, день и вечер порадовали нас ясным небом. Без осадков.  "," Народный прогноз погоды: 9 февраля отмечается перенесение мощей святителя Иоанна Златоуста из г. Коман в г. Константинополь. Несмотря на то, что этот месяц считается самым холодным, в этот день случались оттепели. Но были они непродолжительными. Поэтому в народе говорили: «Февральская оттепель ничего не стоит». В этот день наши предки наблюдали за облаками: если облака идут против ветра — к снегу. На снегопад также указывал дым из трубы: если он стелился по земле без ветра, следовало ожидать снега.",vinitsa
40,Пятница,10,февраля,08:20,18:19,-10°,-22°,9.3°, 2002,-29.1°, 1956 ,"  Весь день в Виннице небо оставалось ясным, только к вечеру появились первые тучи. Без осадков.  "," Народный прогноз погоды: В этот день почитается память преподобного Ефрема Сирина. В народе этот день называли Ефрем Ветродуй. Люди боялись ветра 10 февраля, поскольку он предвещал сырое, холодное лето. Поэтому и говорили: «Не к добру летнему Ефремов ветер». Еще до нас дошли наблюдения за снегом: если выпавший ночью снег останется на ветках деревьев, то и на земле не растает.",vinitsa
